H2SH,H2SL,NH3,PIDmV,PIDppm,T1,RH1,T2,RH2,LAT,LONG,ALT,ACC,t
0.37,-0.23,0.17,24,2.09,32.7,29.45,32.23,36.35,41.3694992065,1.9970548153,142.9839935303,0.2628,28.5714285714286
0.18,-0.21,0.17,25,2.18,32.7,29.45,32.23,36.35,41.3694992065,1.9970548153,142.9839935303,0.2628,29.1428571428571
0.37,-0.19,0.17,25,2.09,32.7,29.45,32.23,36.35,41.3694992065,1.9970548153,142.9839935303,0.2628,29.7142857142857
0.47,-0.23,0.18,23,2.09,32.7,29.45,32.23,36.35,41.3694992065,1.9970548153,142.9839935303,0.2628,30.2857142857143
0.47,-0.25,0.17,24,2,32.7,29.45,32.23,36.35,41.3694992065,1.9970548153,142.9839935303,0.2628,30.8571428571429
0.18,-0.21,0.17,25,2.18,32.7,29.45,32.23,36.35,41.3694992065,1.9970548153,142.9839935303,0.2628,31.4285714285714
0.37,-0.21,0.17,25,2.18,32.7,29.45,32.23,36.35,41.3694992065,1.9970548153,142.9839935303,0.2628,32
0.37,-0.21,0.18,25,2.18,32.7,29.45,32.23,36.35,41.3694992065,1.9970548153,142.9839935303,0.2628,32.5714285714286
0.28,-0.23,0.18,25,2.09,32.7,29.45,32.23,36.35,41.3694992065,1.9970548153,142.9839935303,0.2628,33.1428571428571
0.18,-0.23,0.18,24,2,32.7,29.45,32.23,36.35,41.3694992065,1.9970548153,142.9839935303,0.2628,33.7142857142857
0.28,-0.19,0.18,24,2.09,32.7,29.45,32.23,36.35,41.3694992065,1.9970548153,142.9839935303,0.2628,34.2857142857143
0.37,-0.21,0.17,24,2,32.7,29.45,32.23,36.35,41.3694992065,1.9970548153,142.9839935303,0.2628,34.8571428571429
0.37,-0.23,0.18,25,2.18,32.7,29.45,32.23,36.35,41.3694992065,1.9970548153,142.9839935303,0.2628,35.4285714285714
0.37,-0.25,0.18,25,2.09,32.73,29.57,32.27,36.42,41.3694953918,1.9970524311,143.8576965332,0.2752,35.4285714285714
0.37,-0.19,0.18,24,2.09,32.73,29.57,32.27,36.42,41.3694953918,1.9970524311,143.8576965332,0.2752,36
0.37,-0.21,0.18,23,2,32.73,29.57,32.27,36.42,41.3694953918,1.9970524311,143.8576965332,0.2752,36.5714285714286
0.37,-0.21,0.18,25,2.09,32.73,29.57,32.27,36.42,41.3694953918,1.9970524311,143.8576965332,0.2752,37.1428571428571
0.37,-0.25,0.18,25,2.09,32.73,29.57,32.27,36.42,41.3694953918,1.9970524311,143.8576965332,0.2752,37.7142857142857
0.37,-0.23,0.18,24,2,32.73,29.57,32.27,36.42,41.3694953918,1.9970524311,143.8576965332,0.2752,38.2857142857143
0.18,-0.21,0.18,24,2,32.73,29.57,32.27,36.42,41.3694953918,1.9970524311,143.8576965332,0.2752,38.8571428571429
0.28,-0.25,0.18,24,2.09,32.73,29.57,32.27,36.42,41.3694953918,1.9970524311,143.8576965332,0.2752,39.4285714285714
0.28,-0.21,0.18,25,2.09,32.73,29.57,32.27,36.42,41.3694953918,1.9970524311,143.8576965332,0.2752,40
0.37,-0.23,0.18,24,2.18,32.73,29.57,32.27,36.42,41.3694953918,1.9970524311,143.8576965332,0.2752,40.5714285714286
0.28,-0.23,0.18,24,2.09,32.73,29.57,32.27,36.42,41.3694953918,1.9970524311,143.8576965332,0.2752,41.1428571428571
0.28,-0.25,0.18,24,2.09,32.73,29.57,32.27,36.42,41.3694953918,1.9970524311,143.8576965332,0.2752,41.7142857142857
0.37,-0.31,0.18,24,2,32.73,29.57,32.27,36.42,41.3694953918,1.9970524311,143.8576965332,0.2752,42.2857142857143
