TGS2600,TGS2602,TGS2611,TGS2620,T1,RH1,T2,RH2,T3,RH3,T4,RH4,LAT,LONG,ALT,ACC,t
0.01,31.2,14.68,41.22,24.19,52.27,24.17,52.22,24.25,50.96,24.08,52.27,41.3730392456,1.9910416603,85.1464004517,0.074,171.833333333333
0.01,31.17,14.62,41.71,24.22,52.22,24.23,52.12,24.28,50.92,24.11,52.22,41.3730392456,1.9910428524,85.2042999268,0.06,171.833333333333
0.01,31.18,14.67,41.75,24.22,52.22,24.23,52.12,24.28,50.92,24.11,52.22,41.3730392456,1.9910428524,85.2042999268,0.06,173.083333333333
0.01,31.1,14.65,41.73,24.22,52.22,24.23,52.12,24.28,50.92,24.11,52.22,41.3730392456,1.9910428524,85.2042999268,0.06,174.333333333333
0.01,30.89,14.57,41.2,24.22,52.22,24.23,52.12,24.28,50.92,24.11,52.22,41.3730392456,1.9910428524,85.2042999268,0.06,175.583333333333
0.01,31.15,14.63,41.64,24.22,52.22,24.23,52.12,24.28,50.92,24.11,52.22,41.3730392456,1.9910428524,85.2042999268,0.06,176.833333333333
0.01,31.16,14.69,41.78,24.22,52.22,24.23,52.12,24.28,50.92,24.11,52.22,41.3730392456,1.9910428524,85.2042999268,0.06,178.083333333333
0.01,31.07,14.66,41.83,24.22,52.22,24.23,52.12,24.28,50.92,24.11,52.22,41.3730392456,1.9910428524,85.2042999268,0.06,179.333333333333
0.01,30.8,14.63,41.45,24.22,52.22,24.23,52.12,24.28,50.92,24.11,52.22,41.3730392456,1.9910428524,85.2042999268,0.06,180.583333333333
0.01,31.12,14.66,41.81,24.25,52.2,24.3,52.2,24.34,51.01,24.14,52.2,41.3730392456,1.9910423756,85.4843978882,0.0493,180.583333333333
0.01,31.22,14.64,41.81,24.25,52.2,24.3,52.2,24.34,51.01,24.14,52.2,41.3730392456,1.9910423756,85.4843978882,0.0493,181.833333333333
0.01,30.91,14.6,41.36,24.25,52.2,24.3,52.2,24.34,51.01,24.14,52.2,41.3730392456,1.9910423756,85.4843978882,0.0493,183.083333333333
0.01,31.22,14.7,41.79,24.25,52.2,24.3,52.2,24.34,51.01,24.14,52.2,41.3730392456,1.9910423756,85.4843978882,0.0493,184.333333333333
0.01,31.11,14.68,41.83,24.25,52.2,24.3,52.2,24.34,51.01,24.14,52.2,41.3730392456,1.9910423756,85.4843978882,0.0493,185.583333333333
0.01,31.22,14.66,41.81,24.25,52.2,24.3,52.2,24.34,51.01,24.14,52.2,41.3730392456,1.9910423756,85.4843978882,0.0493,186.833333333333
0.01,30.91,14.61,41.32,24.25,52.2,24.3,52.2,24.34,51.01,24.14,52.2,41.3730392456,1.9910423756,85.4843978882,0.0493,188.083333333333
0.01,30.99,14.69,41.96,24.25,52.2,24.3,52.2,24.34,51.01,24.14,52.2,41.3730392456,1.9910423756,85.4843978882,0.0493,189.333333333333
0.01,31.24,14.74,41.94,24.31,52.08,24.34,52.02,24.38,50.86,24.19,52.08,41.3730354309,1.9910453558,85.880897522,0.0468,189.333333333333
0.01,31.11,14.69,42.05,24.31,52.08,24.34,52.02,24.38,50.86,24.19,52.08,41.3730354309,1.9910453558,85.880897522,0.0468,190.444444444444
0.01,31.2,14.69,41.9,24.31,52.08,24.34,52.02,24.38,50.86,24.19,52.08,41.3730354309,1.9910453558,85.880897522,0.0468,191.555555555556
0.01,30.89,14.64,41.49,24.31,52.08,24.34,52.02,24.38,50.86,24.19,52.08,41.3730354309,1.9910453558,85.880897522,0.0468,192.666666666667
0.01,31.22,14.72,41.79,24.31,52.08,24.34,52.02,24.38,50.86,24.19,52.08,41.3730354309,1.9910453558,85.880897522,0.0468,193.777777777778
0.01,31.12,14.69,42.09,24.31,52.08,24.34,52.02,24.38,50.86,24.19,52.08,41.3730354309,1.9910453558,85.880897522,0.0468,194.888888888889
0.01,30.89,14.68,41.94,24.31,52.08,24.34,52.02,24.38,50.86,24.19,52.08,41.3730354309,1.9910453558,85.880897522,0.0468,196
0.01,31.08,14.73,41.88,24.31,52.08,24.34,52.02,24.38,50.86,24.19,52.08,41.3730354309,1.9910453558,85.880897522,0.0468,197.111111111111
0.01,31.11,14.71,41.95,24.31,52.08,24.34,52.02,24.38,50.86,24.19,52.08,41.3730354309,1.9910453558,85.880897522,0.0468,198.222222222222
0.01,31.18,14.72,41.91,24.34,51.98,24.34,51.91,24.44,50.71,24.23,51.98,41.3730354309,1.9910461903,86.3655014038,0.0437,198.222222222222
